"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","rangelci","rangemean","rangerci"
"Tundra Swan","Cygnus columbianus","tunswa","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Tundra Swan","Cygnus columbianus","Tundra Swan","Cygnus columbianus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","whoswa","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Whooper Swan","Cygnus cygnus","Whooper Swan","Cygnus cygnus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","comduc2","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Moderate","Uncertain","Moderate Decline","Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Knob-billed Duck","Sarkidiornis melanotos","African Comb Duck","Sarkidiornis melanotos","Least Concern","Schedule-II","Appendix II","Appendix II",250,"","","",726,0.0413223140495868,0.307679063360882,0.453168044077135,8.82644628099174,0.386318565888415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895333,895902,896471
"Ruddy Shelduck","Tadorna ferruginea","rudshe","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Ruddy Shelduck","Tadorna ferruginea","Ruddy Shelduck","Tadorna ferruginea","Least Concern","Schedule-II","","Appendix II",500,"","","",800,0.07375,0.3128125,0.445,8.53125,0.345407112170983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951539,952056,952573
"Common Shelduck","Tadorna tadorna","comshe","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Common Shelduck","Tadorna tadorna","Common Shelduck","Tadorna tadorna","Least Concern","Schedule-II","","Appendix II",1000,"","","",46,0.0869565217391304,0.21195652173913,0.282608695652174,11.5869565217391,1.6148514523604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cotton Pygmy-Goose","Nettapus coromandelianus","copgoo1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","High","Strong Decline","Strong Decline","Very Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Cotton Pygmy Goose","Nettapus coromandelianus","Cotton Pygmy-goose","Nettapus coromandelianus","Least Concern","Schedule-I","","Appendix II",1000,"","","",630,0.073015873015873,0.30952380952381,0.412698412698413,9.68095238095238,0.43682219991688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050408,1051061,1051714
"Mandarin Duck","Aix galericulata","manduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Mandarin Duck","Aix galericulata","Mandarin Duck","Aix galericulata","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","baitea","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Baikal Teal","Sibirionetta formosa","Baikal Teal","Sibirionetta formosa","Least Concern","Schedule-II","Appendix II","Appendix I",NA,"","","",3,NA,NA,NA,16.6666666666667,2.84781397644657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garganey","Spatula querquedula","gargan","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Stable","Uncertain","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Garganey","Spatula querquedula","Garganey","Spatula querquedula","Least Concern","Schedule-II","","Appendix II",NA,"","","",657,0.0578386605783866,0.33162100456621,0.462709284627093,10.0091324200913,0.421266087556384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646374,646374,646374
"Northern Shoveler","Spatula clypeata","norsho","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Stable","Uncertain","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Northern Shoveler","Spatula clypeata","Northern Shoveler","Spatula clypeata","Least Concern","Schedule-II","","Appendix II",NA,"","","",815,0.0822085889570552,0.326687116564417,0.425766871165644,8.9558282208589,0.368910708627954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016257,1016774,1017291
"Gadwall","Mareca strepera","gadwal","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Gadwall","Mareca strepera","Gadwall","Mareca strepera","Least Concern","Schedule-II","","Appendix II",3000,"","","",620,0.0612903225806452,0.316532258064516,0.454838709677419,8.95483870967742,0.407420604406282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830079,830636,831193
"Falcated Duck","Mareca falcata","falduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",1,NA,NA,"Falcated Duck","Mareca falcata","Falcated Duck","Mareca falcata","Near Threatened","Schedule-II","","Appendix II",NA,"","","",13,0.307692307692308,0.179487179487179,0.307692307692308,11.2307692307692,2.72846489991335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16921,17277,17633
"Eurasian Wigeon","Mareca penelope","eurwig","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eurasian Wigeon","Mareca penelope","Eurasian Wigeon","Mareca penelope","Least Concern","Schedule-II","","Appendix II",2500,"","","",520,0.075,0.307692307692308,0.398076923076923,9.97307692307692,0.466884759267209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738725,739317,739909
"Indian Spot-billed Duck","Anas poecilorhyncha","isbduc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Stable","Moderate Decline","Very Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Indian Spot-billed Duck","Anas poecilorhyncha","Indian Spot-billed Duck","Anas poecilorhyncha","Least Concern","Schedule-II","","Appendix II",1000,"","","",1248,0.061698717948718,0.377403846153846,0.564903846153846,8.05288461538461,0.287353784497852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531664,1532123,1532582
"Eastern Spot-billed Duck","Anas zonorhyncha","spbduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eastern Spot-billed Duck","Anas zonorhyncha","Chinese Spot-billed Duck","Anas zonorhyncha","Least Concern","Schedule-II","","Appendix II",NA,"","","",2,NA,0.5,NA,12.5,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallard","Anas platyrhynchos","mallar3","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Moderate","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Mallard","Anas platyrhynchos","Mallard","Anas platyrhynchos","Least Concern","Schedule-II","","Appendix II",NA,"","","",154,0.0909090909090909,0.260551948051948,0.344155844155844,10.0779220779221,0.814511660023849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253376,253969,254562
"Northern Pintail","Anas acuta","norpin","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Northern Pintail","Anas acuta","Northern Pintail","Anas acuta","Least Concern","Schedule-II","","Appendix II",20000,"","","",807,0.100371747211896,0.319392812887237,0.420074349442379,9.13011152416357,0.370877389770254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154548,1155143,1155738
"Green-winged Teal","Anas crecca","gnwtea","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Common Teal","Anas crecca","Common Teal","Anas crecca","Least Concern","Schedule-II","","Appendix II",NA,"","","",732,0.0846994535519126,0.317793715846995,0.420765027322404,9.22131147540984,0.390995691472816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986759,987329,987899
"Andaman Teal","Anas albogularis","andtea1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","High","Data Deficient","Data Deficient","Restricted","24 hour","24 hour","Plant & Seed","No","No","No","Andaman Islands","Wetland","Resident",NA,NA,1,"Andaman Teal","Anas albogularis","Andaman Teal","Anas albogularis","Vulnerable","Schedule-I","","Appendix II",7,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3821,4088,4355
"Marbled Teal","Marmaronetta angustirostris","martea1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",1,NA,NA,"Marbled Duck","Marmaronetta angustirostris","Marbled Teal","Marmaronetta angustirostris","Near Threatened","Schedule-I","","Appendix I",50,"","","",5,0.4,NA,NA,15,3.77013527608758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Pink-headed Duck","Rhodonessa caryophyllacea","pihduc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Pink-headed Duck","Rhodonessa caryophyllacea","Pink-headed Duck","Rhodonessa caryophyllacea","Critically Endangered","Schedule-I","Appendix I","Appendix II",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","whwduc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","High","Data Deficient","Data Deficient","Restricted","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",1,NA,NA,"White-winged Wood Duck","Asarcornis scutulata","White-winged Duck","Asarcornis scutulata","Endangered","Schedule-I","Appendix I","Appendix II",5,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000,5000
"Red-crested Pochard","Netta rufina","recpoc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Red-crested Pochard","Netta rufina","Red-crested Pochard","Netta rufina","Least Concern","Schedule-II","","Appendix II",1000,"","","",426,0.0633802816901408,0.293427230046948,0.415492957746479,9.07511737089202,0.491167167096904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555738,556286,556834
"Common Pochard","Aythya ferina","compoc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Moderate","Moderate Decline","Uncertain","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Common Pochard","Aythya ferina","Common Pochard","Aythya ferina","Vulnerable","Schedule-I","","Appendix II",NA,"","","",585,0.0871794871794872,0.293376068376068,0.393162393162393,9.16752136752137,0.430915752442574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502779,502779,502779
"Ferruginous Duck","Aythya nyroca","ferduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Strong Increase","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Ferruginous Duck","Aythya nyroca","Ferruginous Duck","Aythya nyroca","Near Threatened","Schedule-II","","Appendix I",1000,"","","",278,0.0683453237410072,0.282374100719424,0.377697841726619,9.91726618705036,0.627982286689986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364889,365471,366053
"Baer's Pochard","Aythya baeri","baepoc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",1,NA,NA,"Baer's Pochard","Aythya baeri","Baer's Pochard","Aythya baeri","Critically Endangered","Schedule-I","","Appendix I",NA,"","","",1,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299,1751,2203
"Tufted Duck","Aythya fuligula","tufduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Large","24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Tufted Duck","Aythya fuligula","Tufted Duck","Aythya fuligula","Least Concern","Schedule-II","","Appendix II",3900,"","","",337,0.124629080118694,0.285237388724036,0.394658753709199,10.0237388724036,0.579659067959493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454379,454946,455513
"Greater Scaup","Aythya marila","gresca","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Greater Scaup","Aythya marila","Greater Scaup","Aythya marila","Least Concern","Schedule-II","","Appendix II",NA,"","","",2,NA,NA,NA,19,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-tailed Duck","Clangula hyemalis","lotduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Long-tailed Duck","Clangula hyemalis","Long-tailed Duck","Clangula hyemalis","Vulnerable","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","comgol","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Common Goldeneye","Bucephala clangula","Common Goldeneye","Bucephala clangula","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smew","Mergellus albellus","smew","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Smew","Mergellus albellus","Smew","Mergellus albellus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
